"","id","nome","rua","bairro","atividade","datum","utm_e","utm_n","ano","classif","reutiliza","etapa_gere","etapa_ge_1","fonte_cont","meios_impa","contaminan","med_emerge","med_instit","med_remedi","med_engenh","data_inser","usuario"
"61",61,"AUTO POSTO PIÇARRÃO LTDA","AV. JORGE TIBIRIÇÃ 1500","JARDIM DAS OLIVEIRAS - CAMPINAS","Posto de Combustível","SAD69",290153.65,7462423.74,"2011","Em processo de monitoramento para reabilitação","N","investigação confirmatória|investigação detalhada e plano de intervenção",NA,"armazenagem","águas subterrâneas#dentro#|águas subterrâneas#fora#","combustíveis líquidos","monitoramento ambiental","uso água subterrânea#comunicada#|uso água subterrânea#implantada#",NA,NA,"2013/11/26 14:48:08.445","1008188"
"62",62,"POSTO MINGATTO LTDA","RUA ISABELITA VIEIRA 98","SOUSAS - CAMPINAS","Posto de Combustível","SAD69",298259.13,7468659.31,"2011","Em processo de monitoramento para reabilitação","N","investigação confirmatória|investigação detalhada e plano de intervenção|monitoramento para encerramento",NA,"armazenagem","águas subterrâneas#dentro#|águas subterrâneas#fora#","combustíveis líquidos|solventes aromáticos|PAHs","monitoramento ambiental",NA,"extração de vapores do solo (SVE)",NA,"2013/11/26 17:05:42.902","1008188"
"63",63,"POSTO POLEZEL LTDA","RUA PAULA BUENO 25","JARDIM GUANABARA - CAMPINAS","Posto de Combustível","SAD69",288940.73,7467319.61,"2011","Contaminada","N","investigação confirmatória|remediação com monitoramento da eficiência e eficácia",NA,"armazenagem","subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos|existência de fase livre","remoção de materiais (produtos, resíduos, etc.)","uso água subterrânea#comunicada#","bombeamento e tratamento|extração de vapores do solo (SVE)|oxidação/redução química",NA,"2013/11/26 17:07:41.667","1008188"
"64",64,"POSTO RODOVIARIA CAMPINAS LTDA","AV. BARÃO DE ITAPURA 320","BOTAFOGO - CAMPINAS","Posto de Combustível","WGS84",287614.84,7466029.77,"2011","Contaminada sob investigação","N",NA,NA,"armazenagem","águas subterrâneas#dentro#","combustíveis líquidos|PAHs",NA,"uso água subterrânea#comunicada#",NA,NA,"2013/11/28 14:47:49.821","1008188"
"65",65,"POSTO R R CAMPINAS LTDA","AV. RUY RODRIGUES 640","NOVO CAMPO BELO - CAMPINAS","Posto de Combustível","SAD69",284068.49,7462039.13,"2011","Contaminada","N","investigação confirmatória|investigação detalhada e plano de intervenção",NA,"armazenagem","subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos","fechamento/interdição de poços de abastecimento","uso de solo#comunicada#|uso água subterrânea#comunicada#",NA,NA,"2013/11/26 17:09:06.712","1008188"
"66",66,"SUPER AUTO POSTO RODEIO LTDA","RUA MAJOR SOLON 1020","CAMBUI - CAMPINAS","Posto de Combustível","WGS84",288947.33,7467192.81,"2011","Contaminada","N","investigação confirmatória|investigação detalhada e plano de intervenção",NA,"armazenagem","subsolo#dentro#","combustíveis líquidos|PAHs|existência de fase livre","monitoramento ambiental|fechamento/interdição de poços de abastecimento","uso água subterrânea#proposta#|uso água subterrânea#comunicada#","extração multifásica",NA,"2013/11/28 15:21:46.188","1008188"
"67",67,"POSTO SÃO GENARO LTDA","AV. ALBERTO  SARMENTO 21","JARDIM CHAPADÃO - CAMPINAS","Posto de Combustível","SAD69",286456.13,7466046.92,"2011","Contaminada","N","investigação confirmatória|investigação detalhada e plano de intervenção|remediação com monitoramento da eficiência e eficácia",NA,"armazenagem|infiltração","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos|existência de fase livre","monitoramento ambiental","uso água subterrânea#proposta#|uso água subterrânea#comunicada#",NA,NA,"2013/11/28 14:49:36.548","1008188"
"68",68,"VIAÇÃO CAPRIOLI LTDA","AV. GOVERNADOR PEDRO DE TOLEDO 869","BONFIM - CAMPINAS","Comércio","WGS84",286677.24,7465878.49,"2011","Contaminada sob investigação","N",NA,"investigação confirmatória","armazenagem|desconhecida","águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos",NA,NA,NA,NA,"2013/11/28 15:31:06.570","1008188"
"69",69,"VIAÇÃO COMETA S/A","RUA DOS AIMORÉS 215","VILA COSTA E SILVA - CAMPINAS","Posto de Combustível","WGS84",287408.52,7471226.71,"2011","Contaminada","N","investigação confirmatória|investigação detalhada e plano de intervenção",NA,"armazenagem|manutenção","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#|águas subterrâneas#fora#","combustíveis líquidos|existência de fase livre","monitoramento ambiental","uso água subterrânea#proposta#|uso água subterrânea#comunicada#",NA,NA,"2013/11/28 15:32:46.912","1008188"
"70",70,"AUTO POSTO PORTAL MIRANDÓPOLIS TDA","AVENIDA DAS AMOREIRAS 2980","JARDIM DO LAGO - CAMPINAS","Posto de Combustível","WGS84",285415.73,7462655,"2011","Em processo de monitoramento para reabilitação","N","investigação confirmatória|investigação detalhada e plano de intervenção",NA,"armazenagem","águas subterrâneas#dentro#","combustíveis líquidos|PAHs",NA,"uso água subterrânea#comunicada#|uso água subterrânea#implantada#","bombeamento e tratamento",NA,"2013/11/26 14:51:04.878","1008188"
"71",71,"CAMPEÃO 80 POSTO DE SERVIÇOS LTDA","RODOVIA DOS BANDEIRANTES KM 80,5","JARDIM NOVA AMERICA - CAMPINAS","Posto de Combustível","WGS84",288107.7,7450525.91,"2011","Contaminada","N","investigação confirmatória",NA,"armazenagem","águas subterrâneas#dentro#","combustíveis líquidos|existência de fase livre","monitoramento ambiental",NA,NA,NA,"2013/11/26 15:23:49.888","1008188"
"72",72,"AUTO POSTO CAMPO AMARAIS LTDA","RUA SYLVIA DA SILVA BRAGA 120","JARDIM SÃO MARCOS - CAMPINAS","Posto de Combustível","WGS84",283449.02,7470951.35,"2011","Contaminada sob investigação","N","investigação confirmatória|monitoramento para encerramento",NA,"armazenagem","subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos","monitoramento ambiental","uso água subterrânea#comunicada#",NA,NA,"2013/11/25 16:52:46.818","1008188"
"73",73,"AUTO POSTO GLOBAL DE CAMPINAS LTDA","RUA MARQUES DE VALENÇA 20","JARDIM SANTA GENEBRA - CAMPINAS","Posto de Combustível","SAD69",287711.28,7472230.01,"2011","Contaminada sob investigação","N","investigação confirmatória|remediação com monitoramento da eficiência e eficácia",NA,"armazenagem","águas subterrâneas#dentro#","combustíveis líquidos","monitoramento ambiental","uso água subterrânea#comunicada#",NA,NA,"2013/11/26 14:25:15.336","1008188"
"74",74,"AUTO POSTO SANTO ANTONIO DE CAMPINAS LTDA","AV. ENGENHEIRO ANTONIO FRANCISCO DE PAULA SOUZA 1344","VILA GEORGINA - CAMPINAS","Posto de Combustível","WGS84",290596.62,7462595.35,"2011","Em processo de monitoramento para reabilitação","N","investigação confirmatória|investigação detalhada e plano de intervenção|remediação com monitoramento da eficiência e eficácia",NA,"armazenagem|infiltração","águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos",NA,"uso água subterrânea#proposta#","extração multifásica",NA,"2013/11/26 15:05:49.039","1008188"
"75",75,"DOM PEDRO PARKING POSTO LTDA","RODOVIA DOM PEDRO I KM 144,5 - PISTA SUL 1445","APARECIDINHA - CAMPINAS","Posto de Combustível","WGS84",281107.51,7470819.84,"2011","Contaminada sob investigação","N","investigação confirmatória",NA,"armazenagem","águas subterrâneas#dentro#","solventes aromáticos",NA,NA,NA,NA,"2013/11/26 15:52:02.381","1008188"
"76",76,"ITOIL INDUSTRIA DE TRATAMENTO DE ÓLEOS ISOLANTS LTDA","RODOVIA CAMPINAS/ MOGI MIRIM 0 KM 126","BOCAIUVA - CAMPINAS","Resíduo","SAD69",291988.36,7484041.14,"2011","Contaminada","N",NA,"investigação confirmatória|investigação detalhada|avaliação de risco/gerenciamento de risco|monitoramento para encerramento","descarte disposição","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#","metais|PAHs|PCBs|existência de fase livre|existência de POPs",NA,NA,"remoção de solo/resíduo|recuperação fase livre",NA,"2013/11/26 16:17:57.908","1008188"
"77",77,"NOVA CAMPINAS COMERCIO DE COMBUSTIVEIS LTDA","AV. ENGENHEIRO CARLOS STEVENSON 292","NOVA CAMPINAS","Posto de Combustível","Sirgas",290124.2,7465802.6,"2011","Em processo de monitoramento para reabilitação","S","investigação confirmatória|investigação detalhada e plano de intervenção|monitoramento para encerramento",NA,"armazenagem","subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos",NA,"uso água subterrânea#comunicada#|uso água subterrânea#implantada#",NA,NA,"2014/01/09 15:45:01.261","1008188"
"78",78,"POSTO AVENIDA PARQUE LTDA","AV. DOUTOR JESUINO MARCONDES MACHADO 1125","JARDIM DO PLANALTO - CAMPINAS","Posto de Combustível","WGS84",290442.58,7466459.48,"2011","Em processo de monitoramento para reabilitação","N","investigação confirmatória|investigação detalhada e plano de intervenção",NA,"armazenagem","subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos","monitoramento ambiental","uso água subterrânea#comunicada#","bombeamento e tratamento",NA,"2013/11/26 16:44:01.291","1008188"
"79",79,"SHELL BRASIL LTDA","AEROPORTO INTERNACIONAL DE VIRACOPOS S/N","VIRACOPOS - CAMPINAS","Posto de Combustível","WGS84",280471.32,7454000.36,"2011","Contaminada","N","investigação confirmatória|investigação detalhada e plano de intervenção|remediação com monitoramento da eficiência e eficácia",NA,"armazenagem","subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos|metais|existência de fase livre","monitoramento ambiental","uso água subterrânea#proposta#|uso água subterrânea#comunicada#","extração multifásica",NA,"2013/11/28 15:15:11.623","1008188"
"80",80,"UNICAMP - UNIVERSIDADE ESTADUAL DE CAMPINAS - CGU","RUA DA REITORIA S/N","BARÃO GERALDO - CAMPINAS","Resíduo","SAD69",287954.16,7474494.98,"2011","Contaminada","N",NA,"investigação detalhada","armazenagem","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos|PAHs",NA,"uso de solo#proposta#|uso água subterrânea#proposta#|trabalhadores de obras#proposta#","remoção de solo/resíduo",NA,"2013/11/28 15:25:58.117","1008188"
"81",81,"AUTO POSTO DA LAGOA LTDA","AV. HEITOR PENTEADO 120","TAQUARAL - CAMPINAS","Posto de Combustível","Córrego Alegre",288302.36,7468199.36,"2011","Contaminada sob investigação","N","investigação confirmatória",NA,"armazenagem","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos","monitoramento ambiental",NA,NA,NA,"2013/11/26 14:21:06.158","1008188"
"82",82,"BRINKS SEGURANÇA E TRANSPORTE DE VALORES LTDA","RUA ANTÔNIO NUNES SANTOS 40","JARDIM PACAEMBU - CAMPINAS","Posto de Combustível","Sirgas",283787.4,7465702.1,"2011","Contaminada","S","investigação confirmatória|investigação detalhada e plano de intervenção",NA,"armazenagem","águas subterrâneas#dentro#","combustíveis líquidos",NA,NA,NA,NA,"2014/01/09 15:45:47.022","1008188"
"83",83,"ARMANI COMERCIAL LTDA","RUA BUARQUE DE MACEDO 76","VILA NOVA - CAMPINAS","Indústria","WGS84",288545.48,7467525.84,"2011","Contaminada","N",NA,"investigação confirmatória|investigação detalhada|avaliação de risco/gerenciamento de risco","armazenagem|infiltração","subsolo#dentro#|águas subterrâneas#dentro#","solventes aromáticos halogenados|PCBs|outros|existência de fase livre|existência de POPs","remoção de materiais (produtos, resíduos, etc.)","uso água subterrânea#proposta#","remoção de solo/resíduo",NA,"2013/11/25 16:38:57.905","1008188"
"84",84,"MERCEDES BENZ DO BRASIL LTDA","AV. MERCEDES BENZ 679","DISTRITO INDUSTRIAL - CAMPINAS","Indústria|","SAD69",281687.66,7455258.53,"2011","Contaminada","N",NA,"investigação detalhada|avaliação de risco/gerenciamento de risco|concepção da remediação|investigação confirmatória|remediação com monitoramento da eficiência e eficácia|","descarte disposição|infiltração|","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#|","combustíveis líquidos|metais|solventes halogenados|solventes aromáticos|","monitoramento do índice de explosividade|remoção de materiais (produtos, resíduos, etc.)|proibição de escavações|","edificações#implantada#|uso água subterrânea#proposta#|","bombeamento e tratamento|extração de vapores do solo (SVE)|air sparging|remoção de solo/resíduo|encapsulamento geotécnico|atenuação natural monitorada|",NA,"2013/11/26 16:32:00.644","1008188"
"85",85,"AUTO POSTO MUG LTDA","AV. FRANCISCO DE ANGELIS 1171","VILA JOAQUIM INACIO - CAMPINAS","Posto de Combustível","WGS84",290560.08,7462699.7,"2011","Contaminada","N","investigação confirmatória|investigação detalhada e plano de intervenção|remediação com monitoramento da eficiência e eficácia",NA,"armazenagem|produção","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#|ar#fora#","combustíveis líquidos|solventes aromáticos|PAHs","monitoramento ambiental",NA,"bombeamento e tratamento",NA,"2013/11/26 14:42:18.899","1008188"
"86",86,"AUTO POSTO SHOPPING IGUATEMI LTDA","AVENIDA IGUATEMI 777","VILA BRANDINA - CAMPINAS","Posto de Combustível","WGS84",292157.94,7466956.13,"2011","Em processo de monitoramento para reabilitação","N","investigação confirmatória",NA,"armazenagem|infiltração","solo superficial#dentro#|subsolo#dentro#","combustíveis líquidos","proibição de escavações","uso de solo#comunicada#|uso de solo#implantada#",NA,NA,"2013/11/26 15:03:56.349","1008188"
"87",87,"BASALTO PEDREIRA E PAVIMENTAÇÃO LTDA","RODOVIA CAMPINAS - MONTE MOR 2500","PARQUE  SANTA BÁRBARA - CAMPINAS","Posto de Combustível","SAD69",281435.74,7466446.9,"2011","Contaminada sob investigação","S",NA,"investigação confirmatória|investigação detalhada","armazenagem","solo superficial#dentro#|águas subterrâneas#dentro#","solventes aromáticos halogenados",NA,"uso água subterrânea#comunicada#",NA,NA,"2013/11/26 15:14:43.193","1008188"
"88",88,"CARREFOUR COMÉRCIO E INDUSTRIA LTDA","RODOVIA DOM PEDRO I S/N KM 128","ANHUMAS - CAMPINAS","Posto de Combustível","SAD69",291909.25,7471590.36,"2011","Contaminada","N","investigação confirmatória|investigação detalhada e plano de intervenção|remediação com monitoramento da eficiência e eficácia",NA,"armazenagem","subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos|PAHs|existência de fase livre",NA,"uso de solo#comunicada#|uso água subterrânea#comunicada#","atenuação natural monitorada",NA,"2013/11/26 15:25:38.017","1008188"
"89",89,"PETROBRAS DISTRIBUIDORA SA","AV. DAS AMOREIRAS 2875","JARDIM DO LAGO","Posto de Combustível","Sirgas",286034.9,7462692.97,"2011","Contaminada sob investigação","N","investigação confirmatória",NA,"armazenagem|infiltração","solo superficial#dentro#|águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos","isolamento da área (proibição de acesso à area)","uso água subterrânea#comunicada#",NA,NA,"2014/01/09 15:55:01.716","1008188"
"90",90,"POSTO JARDIM DO TREVO LTDA","AV. BENEDICTO DE CAMPOS 193","JARDIM DO TREVO - CAMPINAS","Posto de Combustível","WGS84",287678.95,7462786.11,"2011","Contaminada","N","investigação confirmatória|investigação detalhada e plano de intervenção|remediação com monitoramento da eficiência e eficácia",NA,"armazenagem","subsolo#dentro#|águas subterrâneas#dentro#|águas subterrâneas#fora#","combustíveis líquidos|solventes aromáticos|PAHs","monitoramento do índice de explosividade|monitoramento ambiental","uso água subterrânea#proposta#|uso água subterrânea#comunicada#","extração de vapores do solo (SVE)|extração multifásica",NA,"2013/11/26 16:58:16.556","1008188"
"91",91,"POSTO WASHINGTON LUIZ LTDA","AV. WASHIGTON LUIZ 1032","JARDIM LEONOR - CAMPINAS","Posto de Combustível","WGS84",289100.81,7463250.69,"2011","Contaminada","N","investigação confirmatória|investigação detalhada e plano de intervenção|remediação com monitoramento da eficiência e eficácia",NA,"armazenagem","subsolo#dentro#|águas subterrâneas#dentro#|águas subterrâneas#fora#","solventes aromáticos","ventilação/exaustão de espaços confinados|monitoramento do índice de explosividade|monitoramento ambiental",NA,"extração multifásica",NA,"2013/11/28 14:55:00.422","1008188"
"92",92,"ROBERT BOSCH LTDA. - DIVISÃO BOSCH FREIOS","RUA JOÃO FELIPE XAVIER DA SILVA 384","SÃO BERNARDO - CAMPINAS","Indústria","WGS84",286827.28,7463022.53,"2011","Contaminada sob investigação","N",NA,"investigação detalhada","armazenagem|produção|tratamento de efluentes","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#","metais|solventes halogenados|metano/outros vapores/gases",NA,NA,NA,NA,"2013/11/28 15:05:13.350","1008188"
"93",93,"SERVCAR AUTO POSTO LTDA","RUA MOGI MIRIM 371","CAMPO ELISEOS - CAMPINAS","Posto de Combustível","SAD69",284892.1,7462010.31,"2011","Em processo de monitoramento para reabilitação","N","investigação confirmatória|investigação detalhada e plano de intervenção|remediação com monitoramento da eficiência e eficácia|monitoramento para encerramento",NA,"armazenagem","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos",NA,"uso água subterrânea#proposta#|uso água subterrânea#comunicada#","extração de vapores do solo (SVE)|recuperação fase livre",NA,"2013/11/28 15:10:54.387","1008188"
